_id;expert_userId;intitule;localisation;date_debut;date_fin;HT_TTC;replacement_or_creation;presentiel_distanciel;isClosed;forfait_remuneration;status;createdAt;updatedAt;hours_planned;note_communication;note_quality;note_level
652676a35b0ddd07d925b8de;624ef16eb8f6021599397822;Management de projet et méthodes agiles;Bordeaux;14/11/2022;13/12/2022;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;21;;;
652676455b0ddd07d925b8d9;62436c8cc60bd00898a38710;outils de décisions statistiques;Bordeaux;01/09/2022;30/06/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;35;;;
652676035b0ddd07d925b8d6;62436c8cc60bd00898a38710;Mathématiques appliquées;Bordeaux;23/11/2022;05/06/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;35;;;
6526734c5b0ddd07d925b8cf;6007fc3b6f28ac167974b954;Webdesign et rédaction web;Bordeaux;23/09/2022;05/05/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;58;;;
652672de5b0ddd07d925b8cc;621bf6d3240f4e2730b1487e;Dossier Professionnel;Bordeaux;10/10/2022;13/06/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;28;;;
652671e15b0ddd07d925b8c8;638f506066eff2145f4f2cbd;Jury de soutenance;Bordeaux;08/06/2023;16/06/2023;TTC;création;;FAUX;hourly;pending;11/010/2023;1.69702E+12;;;;
652671d05b0ddd07d925b8c4;60c238ec9708e87ffe81194d;Jury de soutenance;Bordeaux;08/06/2023;16/06/2023;TTC;création;;FAUX;hourly;pending;11/010/2023;1.69702E+12;;;;
652671c25b0ddd07d925b8c2;60a676052fd32b1293154249;Jury de soutenance;Bordeaux;08/06/2023;16/06/2023;TTC;création;;FAUX;hourly;pending;11/010/2023;1.69702E+12;;;;
652671bd5b0ddd07d925b8c1;5e3a7d0fcb525c5678ecb640;Jury de soutenance;Bordeaux;08/06/2023;16/06/2023;TTC;création;;FAUX;hourly;pending;11/010/2023;1.69702E+12;;;;
6526719d5b0ddd07d925b8bf;61f1afaf686cce77cc835b2e;Conduite de réunion - PRISE DE PAROLE EN PUBLIC;Bordeaux;26/02/2024;05/06/2024;HT;reconduction;;FAUX;hourly;pending;11/010/2023;1.69702E+12;28;;;
652671085b0ddd07d925b8bc;61f1afaf686cce77cc835b2e;PRISE DE PAROLE EN PUBLIC;Bordeaux;06/02/2023;05/06/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;28;;;
6526708a5b0ddd07d925b8b9;6227727e316ade097cd55216;Développement stratégique de l'activité immobilière;Bordeaux;13/02/2024;10/06/2024;HT;reconduction;;FAUX;hourly;pending;11/010/2023;1.69702E+12;21;;;
652670175b0ddd07d925b8b6;6227727e316ade097cd55216;Développement de l'activité immobilière;Bordeaux;25/10/2022;14/02/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;14;;;
65266d465b0ddd07d925b8ab;62436c8cc60bd00898a38710;professeur de mathématiques;Bordeaux;12/09/2023;30/06/2024;HT;reconduction;;FAUX;hourly;pending;11/010/2023;1.69702E+12;50;;;
65266cc35b0ddd07d925b8a7;62436c8cc60bd00898a38710;professeur de mathématiques;Bordeaux;12/09/2022;30/06/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;50;;;
65266c555b0ddd07d925b8a4;636a11e363803607b5162437;CEJM;Bordeaux;24/11/2022;17/03/2023;HT;Création de poste;;VRAI;hourly;terminated;11/010/2023;1.69702E+12;120;;;
65266c315b0ddd07d925b8a1;636a11e363803607b5162437;CEJM;Bordeaux;07/09/2023;30/06/2024;HT;reconduction;;FAUX;hourly;pending;11/010/2023;1.69702E+12;120;;;
652560b45b0ddd07d925b6a9;65099428f95a870ce72f9eb6;Ingénierie sociale;Toulouse;27/11/2023;26/01/2024;TTC;création;;FAUX;hourly;pending;10/010/2023;1.70035E+12;24.5;;;
65252b295b0ddd07d925b607;60bf8ee88df4186d86cff72f;Techniques de négociation en anglais;Bordeaux;29/09/2023;09/02/2024;TTC;Création de poste;;FAUX;hourly;pending;10/010/2023;1.69693E+12;36;;;
652520895b0ddd07d925b5b0;640f3974ad121b1000e29a37;Panorama du secteur : marketing / e-commerce;Bordeaux;02/10/2023;08/12/2023;TTC;Création;;FAUX;hourly;pending;10/010/2023;1.69693E+12;18;;;
6523a35f5b0ddd07d925b0df;627a72057e5f3b297bfe6907;DevSecOps;Paris;09/10/2023;08/01/2024;TTC;création;;VRAI;hourly;terminated;09/010/2023;1.69892E+12;15h ( créneau de 1h30 séparé de 15 min);;;
65200109d2ebbd6640a83c0d;62d81693f5e6794d89e1dc44;Performance commerciale;Nantes;01/09/2023;31/07/2024;TTC;reconduction;;FAUX;hourly;proposed;06/010/2023;1.6966E+12;12;;;
65200070d2ebbd6640a83c09;62d81693f5e6794d89e1dc44;Performance commerciale;Nantes;01/09/2023;31/07/2024;TTC;reconduction;;FAUX;hourly;pending;06/010/2023;1.6966E+12;12;;;
651ff79cd2ebbd6640a83b7c;64240ef518aa0344da152744;Sélectionner une plateforme logistique;Bourges;07/09/2023;21/12/2023;;Création;;FAUX;hourly;pending;06/010/2023;1.69843E+12;8;;;
651fd5b9d2ebbd6640a83b3e;637ec1075611a441750a5c06;RAN Français;Bordeaux;02/10/2023;28/06/2024;TTC;Création;;FAUX;hourly;pending;06/010/2023;1.69659E+12;21;;;
651fbf40d2ebbd6640a83af1;638f506066eff2145f4f2cbd;CONDUIRE DES ENTRETIENS PROFESSIONNELS ET ENTRETIENS ANNUELS D'APPRÉCIATION;Bordeaux;01/02/2024;30/04/2024;TTC;Création;;FAUX;hourly;pending;06/010/2023;1.69658E+12;14;;;
651fbeaed2ebbd6640a83aed;638f506066eff2145f4f2cbd;OPTIMISER LE PLAN DE DÉVELOPPEMENT DES COMPÉTENCES /STRATÉGIE;Bordeaux;01/02/2024;30/04/2024;TTC;Création;;FAUX;hourly;pending;06/010/2023;1.69658E+12;21;;;
651fbe10d2ebbd6640a83aea;638f506066eff2145f4f2cbd;ÉLABORER UNE POLITIQUE DE RECRUTEMENT/STRATÉGIE;Bordeaux;02/10/2023;29/12/2023;;Création;;FAUX;hourly;pending;06/010/2023;1.69658E+12;21;;;
651fbd57d2ebbd6640a83ae7;638f506066eff2145f4f2cbd;GÉRER LES RH AU QUOTIDIEN;Bordeaux;01/02/2024;30/04/2024;;Création;;FAUX;hourly;pending;06/010/2023;1.69658E+12;14;;;
651fbc40d2ebbd6640a83ae0;638f506066eff2145f4f2cbd;ATELIERS RECRUTEMENT ET PERSONNAL BRANDING;Bordeaux;01/02/2024;30/04/2024;TTC;Création;;FAUX;hourly;pending;06/010/2023;1.69658E+12;14;;;
651ee83dd2ebbd6640a8380d;62331dd19bdf0c49877f886d;Espaces Probabilisés Finis;Bordeaux;01/02/2024;29/03/2024;;Création;;FAUX;hourly;pending;05/010/2023;1.69652E+12;;;;
651ee379d2ebbd6640a837f2;62331dd19bdf0c49877f886d;Démographie : Enjeux majeurs;Bordeaux;01/04/2024;31/05/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69652E+12;;;;
651ee213d2ebbd6640a837e9;62331dd19bdf0c49877f886d;Excel Avancé;Bordeaux;01/02/2024;28/06/2024;;Création;;FAUX;hourly;pending;05/010/2023;1.69652E+12;;;;
651ed161d2ebbd6640a83777;62331dd19bdf0c49877f886d;Algèbre : Diagonalisation;Bordeaux;05/02/2024;01/04/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69652E+12;24.5;;;
651ed10bd2ebbd6640a83775;62331dd19bdf0c49877f886d;Algèbre : Diagonalisation niveau 1;Bordeaux;01/04/2024;30/05/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69652E+12;24.5;;;
651ed0b7d2ebbd6640a83773;62331dd19bdf0c49877f886d;Algèbre : systèmes linéaires;Bordeaux;05/02/2024;01/04/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69652E+12;24.5;;;
651ec929d2ebbd6640a83746;627a72057e5f3b297bfe6907;Data : Bases de données SQL;Bordeaux;09/10/2023;27/11/2023;TTC;Création de poste;;VRAI;hourly;terminated;05/010/2023;1.69892E+12;24.5;;;
651ec2b0d2ebbd6640a83734;6372610e231df95a4ccc0949;Formateur Ecoconception et analyse du cycle de vie;Bordeaux;01/04/2024;31/05/2024;TTC;Reconduction;;FAUX;hourly;pending;05/010/2023;1.69651E+12;24.5;;;
651eb656d2ebbd6640a83705;62a4ee45d57a952ac7f6dbce;Excel avancé;Bordeaux;01/04/2024;30/05/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69651E+12;24.5;;;
651eb64bd2ebbd6640a83703;60f03abc66938b559e84354c;Excel avancé;Bordeaux;01/04/2024;30/05/2024;TTC;Création de poste;;FAUX;hourly;pending;05/010/2023;1.69651E+12;24.5;;;
651d6210d2ebbd6640a832ee;638f506066eff2145f4f2cbd;Manager des Ressources Humaines : CONDUIRE UN AUDIT SOCIAL ET UNE MISSION DE CONSEIL RH;Bordeaux;20/09/2023;12/04/2024;HT;Création;;FAUX;hourly;pending;04/010/2023;1.69642E+12;21 Heures;;;
651d5e59d2ebbd6640a832dc;643b2f75c5fb5b42f45c32e4;Séminaire paie;Bordeaux;04/12/2023;08/12/2023;TTC;Création;;FAUX;hourly;pending;04/010/2023;1.70095E+12;35;;;
651c03c7d2ebbd6640a82cf3;605ca3d6c44cfd5b8e6c638b;"accompagnement au cours ""Humanities""";Bordeaux;02/10/2023;07/02/2024;TTC;Création;;FAUX;hourly;pending;03/010/2023;1.69633E+12;48;;;
65170922d2ebbd6640a81fa0;628724ad8cd3654f46459a76;Gestion de la coactivité;Lyon;05/05/2023;25/05/2023;TTC;Création de poste;;VRAI;hourly;terminated;29/09/2023;1.69601E+12;20;;;
6516ea49d2ebbd6640a81ed0;643b2f75c5fb5b42f45c32e4;Gestion financière RH (gestion administrative et comptable du personnel);Bordeaux;28/09/2023;30/04/2024;TTC;Création de poste;;VRAI;hourly;terminated;29/09/2023;1.70082E+12;18;;;
6516d6f6d2ebbd6640a81e01;62e00275f5e6794d89e1e56f;Formateur COURS D'ANGLAIS;Montpellier;29/08/2022;30/06/2023;TTC;CREATION DE POSTE;;VRAI;hourly;terminated;29/09/2023;1.696E+12;140;;;
6516a05e3191de18b338e5df;63e9f68579991a5c33ff6de5;Communication Digitale;Bordeaux;26/09/2023;19/12/2023;TTC;Création;;FAUX;hourly;pending;29/09/2023;1.69598E+12;27;;;
65169fc63191de18b338e5da;61bdb3352314dc0c6f4ae3ab;Etude de clientèle;Bordeaux;01/09/2022;31/07/2023;HT;remplacement;;VRAI;hourly;terminated;29/09/2023;1.69598E+12;14;;;
651685783191de18b338e502;6102830e8ae28b087046b55b;Relations publiques & évènementiel;Toulouse;27/11/2023;26/01/2024;TTC;création;;VRAI;hourly;terminated;29/09/2023;1.69721E+12;24.5;;;
65159a803191de18b338e2a6;6453afc68eb450085c33291b;Intervention supplémentaire;Lyon;;;TTC;Création de poste;;VRAI;hourly;terminated;28/09/2023;1.6984E+12;49;;;
65158d163191de18b338e247;641c6548d09d560320d2aa5e;Utilisation des blockchain;Bordeaux;09/10/2023;28/06/2024;TTC;RECONDUCTION;;FAUX;hourly;pending;28/09/2023;1.69611E+12;24.5;;;
65158c863191de18b338e240;641c6548d09d560320d2aa5e;Utilisation des blockchain;Bordeaux;04/04/2022;21/05/2022;TTC;Création de poste;;VRAI;hourly;pending;28/09/2023;1.69591E+12;73.5;;;
65153ea7752b341f180e92b0;650c5322fe291c3794b1e4fe;Cours de Portugais;Bordeaux;18/09/2023;31/05/2024;TTC;Création;;FAUX;hourly;pending;28/09/2023;1.69877E+12;50;;;
65146153752b341f180e9108;5e728ccbdb8f357c02645ee4;Code of Luxury;Bordeaux;01/09/2023;30/06/2024;TTC;Création de poste;;FAUX;hourly;pending;27/09/2023;1.69583E+12;35;;;
6514605b752b341f180e9104;5de8e65b9209a135389958ce;Méthodologie de mémoire;Bordeaux;11/10/2022;06/06/2023;TTC;Création de poste;;VRAI;hourly;terminated;27/09/2023;1.69583E+12;40;;;
65145ff5752b341f180e90fe;5e728ccbdb8f357c02645ee4;Code du luxe;Bordeaux;01/09/2023;30/06/2024;TTC;Création de poste;;FAUX;hourly;pending;27/09/2023;1.69583E+12;73.5;;;
65145f97752b341f180e90fa;62714fa492c2ec2a7d267a4a;Conduire le changement;Paris;13/04/2023;27/09/2023;TTC;Création de poste;;VRAI;hourly;terminated;27/09/2023;1.69583E+12;10;;;
65145e68752b341f180e90ed;640ae8f4ad121b1000e295ea;Constituer et étendre son réseau d'influence pour faciliter ses ventes;Lyon;12/07/2023;12/09/2023;TTC;Création de poste;;VRAI;hourly;terminated;27/09/2023;1.69583E+12;12;;;
651451a9752b341f180e906e;64c0cbf302ad7455c86b9711;Culture juridique de l’entreprise;Rennes, France;01/03/2024;31/05/2024;HT;Autre;presentiel;FAUX;hourly;pending;27/09/2023;1.69583E+12;12;;;
651442ed752b341f180e905b;5f510006c0f0425b7114f1be;Green IT;Paris;09/10/2023;08/01/2024;TTC;création;;FAUX;hourly;pending;27/09/2023;1.69611E+12;15h ( créneau de 1h30 séparé de 15 min);;;
6513f942752b341f180e8f15;5fbfbf5b1ccdfa7589ca5907;Stratégie d'entreprise;Bordeaux;28/09/2023;09/02/2024;TTC;Création de poste;;FAUX;hourly;pending;27/09/2023;1.69581E+12;54;;;
6513f85e752b341f180e8f13;640ae8f4ad121b1000e295ea;Mener des négociations en anglais (in english);Lyon;16/11/2023;10/04/2024;TTC;Création;;VRAI;hourly;terminated;27/09/2023;1.69581E+12;28;;;
6513e5a7752b341f180e8ed0;63c014c4e4ad4526084997ae;Internet & réseaux sociaux;Bordeaux;29/09/2023;09/02/2024;TTC;Création de poste;;FAUX;hourly;pending;27/09/2023;1.6958E+12;18;;;
651310cc752b341f180e8d46;5d95c14c4472f16796e2afa0;CREATION D'UNE ASSOCIATION / GESTION DE PROJET;Bordeaux;18/09/2023;27/10/2023;TTC;Création;;VRAI;hourly;terminated;26/09/2023;1.70109E+12;6;;;
6512cf6c752b341f180e8cb6;612a5dbf8ae28b087046d4e9;Intelligence économique et Veille stratégique;Bordeaux;28/08/2023;28/08/2023;TTC;Création;;FAUX;hourly;proposed;26/09/2023;1.69573E+12;6;;;
6512b083752b341f180e8c56;61263dbd8ae28b087046d19b;Web marketing;Bordeaux;02/10/2023;30/06/2024;HT;Création de poste;;FAUX;hourly;proposed;26/09/2023;1.69572E+12;72;;;
6512b072752b341f180e8c55;61263dbd8ae28b087046d19b;Web marketing;Bordeaux;02/10/2023;30/06/2024;HT;Création de poste;;FAUX;hourly;proposed;26/09/2023;1.69572E+12;72;;;
6512b02e752b341f180e8c53;61263dbd8ae28b087046d19b;Gestion commerciale et vente;Bordeaux;02/10/2023;30/06/2024;HT;Création de poste;;VRAI;hourly;terminated;26/09/2023;1.69964E+12;14;;;
6512b020752b341f180e8c52;61263dbd8ae28b087046d19b;Web marketing;Bordeaux;02/10/2023;30/06/2024;HT;Création de poste;;FAUX;hourly;pending;26/09/2023;1.69782E+12;72;;;
6512b01a752b341f180e8c51;61263dbd8ae28b087046d19b;Web marketing;Bordeaux;02/10/2023;30/06/2024;HT;Création de poste;;FAUX;hourly;proposed;26/09/2023;1.69572E+12;72;;;
6512a59243eadb19fb3eb2f4;64e4ce3739328140f591ecda;RGPD;Lyon;01/09/2023;29/12/2024;TTC;Création de poste;;VRAI;hourly;terminated;26/09/2023;1.6984E+12;14;;;
651195dd90c59951daf90c7c;634412bfd66fef54e03bafde;Directeur de mémoire Bachelor;Bordeaux;01/02/2024;30/08/2024;TTC;RECONDUCTION;;FAUX;hourly;pending;25/09/2023;1.69565E+12;24;;;
6511955c90c59951daf90c78;634412bfd66fef54e03bafde;Plan de communication;Bordeaux;10/10/2023;29/02/2024;TTC;Création;;FAUX;hourly;pending;25/09/2023;1.6962E+12;36;;;
6511947890c59951daf90c73;62987a07d57a952ac7f6cef5;Storytelling et Marketing émotionnel;Bordeaux;25/03/2024;28/04/2024;TTC;Création;;FAUX;hourly;proposed;25/09/2023;1.69565E+12;20;;;
6511935290c59951daf90c6b;61af1d312314dc0c6f4ad84f;Gestion de projet : Les outils;;25/03/2024;28/05/2024;TTC;;;FAUX;hourly;proposed;25/09/2023;1.69565E+12;20;;;
65114b4590c59951daf90b64;630d18de47b68d445cd21c9a;Journée de cohésion;Bordeaux;12/09/2023;12/12/2023;HT;création de poste;;VRAI;hourly;terminated;25/09/2023;1.69563E+12;7;;;
65112a22fe291c3794b1f105;61503d0024bf9a154545ccd5;Stratégie d'Internationalisation;Bordeaux;28/08/2023;28/08/2023;TTC;Création;;FAUX;hourly;pending;25/09/2023;1.69701E+12;5;;;
650da02efe291c3794b1e95b;5feb08346f28ac167974ac99;interventions auprès des classes RH Noschool Master;Mérignac;01/09/2023;30/06/2024;HT;reconduction;;FAUX;hourly;pending;22/09/2023;1.69539E+12;70;;;
650bfb0ed505e132333ca379;5cb6f093d10aab0a4c954e33;Jurys admission;Bordeaux;07/02/2023;30/07/2023;TTC;Création de poste;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;4;;;
650bfaf2d505e132333ca378;5eccbe45e1feb14ac570b2ec;Jurys admission;Bordeaux;07/02/2023;30/07/2023;TTC;Création de poste;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;4;;;
650bfae7d505e132333ca377;5ddcd586a1b4ab2ac11aae2a;Jurys admission;Bordeaux;07/02/2023;30/07/2023;TTC;Création de poste;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;4;;;
650bfa1cd505e132333ca372;61e81c3841979a0867313ede;Jury Challenge Marketing;Bordeaux;14/02/2023;14/02/2023;TTC;Création de poste;;VRAI;hourly;pending;21/09/2023;1.69528E+12;7;;;
650bf974d505e132333ca36e;5cb6f093d10aab0a4c954e33;Jurys admission;Bordeaux;07/02/2023;30/07/2023;TTC;Création de poste;;VRAI;hourly;pending;21/09/2023;1.69528E+12;4;;;
650bf8fbd505e132333ca36a;62876ea38cd3654f46459afd;Stratégie d’entreprise;Bordeaux;;;TTC;Création;;FAUX;hourly;pending;21/09/2023;1.69528E+12;20;;;
650bf8cdd505e132333ca369;638e419266eff2145f4f2a82;Simulation d'entretien RH;;24/05/2023;25/05/2023;TTC;création;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;6;;;
650bf8afd505e132333ca368;62a30793d57a952ac7f6dac3;Simulation d'entretien RH;;24/05/2023;25/05/2023;TTC;création;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;6;;;
650bf7f7d505e132333ca366;62a30793d57a952ac7f6dac3;Atelier 1er CV;Bordeaux;27/09/2023;04/10/2023;TTC;REMPLACEMENT;;FAUX;hourly;pending;21/09/2023;1.69533E+12;6;;;
650bf7f7d505e132333ca365;605ca3d6c44cfd5b8e6c638b;Jury Eloquence;Bordeaux;28/03/2023;28/03/2023;TTC;Création de poste;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;7;;;
650bf71fd505e132333ca35e;5e552d7b3b7cd27e65120029;stratégies Marketing et commerciales appliquées au Tourisme;Bordeaux;17/10/2022;15/05/2023;TTC;RECONDUCTION;;VRAI;hourly;pending;21/09/2023;1.69528E+12;18;;;
650bf6814c102c0c1003a49c;61d45c9cca71a24b561b8297;Marketing d'influence;Bordeaux;17/10/2022;15/05/2023;TTC;RECONDUCTION;;VRAI;hourly;pending;21/09/2023;1.69528E+12;18;;;
650bf5874c102c0c1003a498;61e927db41979a0867313fb5;Community management;Bordeaux;10/11/2022;30/06/2023;TTC;Création;;VRAI;hourly;pending;21/09/2023;1.69528E+12;18;;;
650bf51b4c102c0c1003a495;626c0fa492c2ec2a7d2676ef;Sales management;Bordeaux;10/11/2022;30/06/2023;TTC;;;VRAI;hourly;pending;21/09/2023;1.69528E+12;36;;;
650bf4a24c102c0c1003a492;634814960fd435728656ba68;outils de reporting;Bordeaux;10/01/2023;14/02/2023;TTC;Création;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;36;;;
650bf3fb4c102c0c1003a48f;63408368d66fef54e03bad50;E-Business & Marketing digital;Bordeaux;09/11/2022;06/02/2023;TTC;Création;;VRAI;hourly;pending;21/09/2023;1.69528E+12;36;;;
650bf3424c102c0c1003a48d;634412bfd66fef54e03bafde;Plan de communication;Bordeaux;10/10/2022;15/02/2023;TTC;Création;;VRAI;hourly;pending;21/09/2023;1.69528E+12;36;;;
650bf0ad4c102c0c1003a48a;63e9f68579991a5c33ff6de5;Success stories;Bordeaux;10/10/2022;09/12/2022;TTC;;;VRAI;hourly;terminated;21/09/2023;1.69528E+12;36;;;
650b02ff8b2725390d967cb7;5c4ad60cc4c39323bc6a57ae;Produits alimentaires de luxe;Bordeaux;11/09/2023;31/07/2024;TTC;création;;FAUX;hourly;pending;20/09/2023;1.69522E+12;10.5;;;
650b02b18b2725390d967cb1;5c4ad60cc4c39323bc6a57ae;Agriculture et environnement durable;Bordeaux;11/09/2023;31/07/2024;TTC;création;;FAUX;hourly;pending;20/09/2023;1.69522E+12;10.5;;;
650b027b8b2725390d967ca8;5c4ad60cc4c39323bc6a57ae;Filière alimentaires et leurs organisations;Bordeaux;11/09/2023;31/07/2024;TTC;création;;FAUX;hourly;pending;20/09/2023;1.69522E+12;10.5;;;
650afbd08b2725390d967c84;628d382d1fbb04796427189a;Reglementations douanières et incoterms;Bordeaux;;;TTC;Création de poste;;FAUX;hourly;pending;20/09/2023;1.69522E+12;30;;;
650afbce8b2725390d967c83;628d382d1fbb04796427189a;Reglementations douanières et incoterms;Bordeaux;;;TTC;Création de poste;;FAUX;hourly;proposed;20/09/2023;1.69522E+12;30;;;
650aeb558b2725390d967bec;628d382d1fbb04796427189a;Outils et démarches pour exporter;Bordeaux;;;TTC;Reconduction;;FAUX;;proposed;20/09/2023;1.69521E+12;30;;;
650aeb358b2725390d967be9;628d382d1fbb04796427189a;Gestion des risques financiers à l’international;Bordeaux;;;TTC;Reconduction;;FAUX;;pending;20/09/2023;1.69521E+12;60;;;
650acfc88b2725390d967bba;64cbaa3f643f6b152bdacb14;DEVELOPPEMENT WEB : Intégration web;Bordeaux;01/09/2023;31/12/2024;TTC;Création;;FAUX;hourly;pending;20/09/2023;1.69521E+12;28;;;
650aa2988b2725390d967b4a;643b2f75c5fb5b42f45c32e4;Introduction à l'audit;Bordeaux;28/09/2023;30/04/2023;TTC;Création de poste;;FAUX;hourly;pending;20/09/2023;1.69525E+12;18;;;
6509ae878b2725390d9678d5;5d931c944472f16796e2af86;STRATEGIE DE COMMUNICATION;Bordeaux;;;HT;reconduction;;FAUX;hourly;pending;19/09/2023;1.69513E+12;21;;;
6509ae328b2725390d9678d0;5d931c944472f16796e2af86;STRATEGIE DE COMMUNICATION;Bordeaux;03/10/2022;30/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;21;;;
6509abbbf95a870ce72f9f1d;640b1034ad121b1000e29686;Droit du numérique;Bordeaux;22/05/2023;26/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;14;;;
6509ab51f95a870ce72f9f1c;5df161ae89e8665746150467;E-CRM;Bordeaux;24/05/2023;28/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;14;;;
6509ab0cf95a870ce72f9f18;5e552d7b3b7cd27e65120029;analyse de données commerciales;Bordeaux;16/12/2022;06/01/2023;HT;REMPLACEMENT;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;14;;;
6509aa60f95a870ce72f9f11;61e927db41979a0867313fb5;STRATEGIE DIGITALE & E-REPUTATION;Bordeaux;03/10/2022;30/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;28;;;
6509a9b9f95a870ce72f9f0e;634f31050fd435728656c118;ORGANISATION DU CENTRE DE PROFIT;Bordeaux;12/01/2023;04/04/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;17.5;;;
6509a917f95a870ce72f9f0b;5df161ae89e8665746150467;DATA MINING;Bordeaux;05/01/2023;02/02/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;14;;;
6509a76bf95a870ce72f9f03;5dd275b095b17d1ca50828ca;MANAGEMENT DE LA DSI;Bordeaux;13/06/2023;11/07/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;28;;;
6509a719f95a870ce72f9eff;5fe207f46f28ac167974aaa5;CULTURE & STRATEGIE DIGITALE;Bordeaux;22/05/2023;29/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;42;;;
6509a6b2f95a870ce72f9efc;5c5344b4ea9407248fdd4331;Management de la qualité;Bordeaux;03/10/2022;30/06/2023;HT;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69513E+12;14;;;
650975daf95a870ce72f9e73;6102c5378ae28b087046b5b8;Gestion de projet orienté LEAN Management;Bordeaux;;;TTC;Création de poste;;FAUX;hourly;pending;19/09/2023;1.69512E+12;22;;;
65095437f95a870ce72f9dc4;63359acca473c11f4321409e;Business Game Bachelor B1;Bordeaux;20/09/2023;22/09/2022;TTC;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69528E+12;23;;;
65095347f95a870ce72f9db7;62a4ee45d57a952ac7f6dbce;Pack Office;Bordeaux;09/03/2023;03/07/2023;TTC;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69511E+12;18;;;
65095298f95a870ce72f9da5;5ba2276a48b26d4df25496f7;Projet & innovation;Bordeaux;09/03/2023;24/03/2023;TTC;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69511E+12;18;;;
65095185f95a870ce72f9d9b;63416fafd66fef54e03badc6;Culture web marketing;Bordeaux;20/02/2023;21/05/2023;TTC;Création de poste;;VRAI;hourly;terminated;19/09/2023;1.69511E+12;48;;;
65085379f95a870ce72f9b0f;6375f9d8200d227818690724;Cours de Japonais;Bordeaux;11/09/2023;26/06/2024;TTC;;;FAUX;hourly;pending;18/09/2023;1.69504E+12;40;;;
6507f137f95a870ce72f9a13;64c3b1ed2a54af607b924696;Introduction au VBA;Bordeaux;29/09/2023;09/02/2023;TTC;Création de poste;;FAUX;hourly;pending;18/09/2023;1.69525E+12;36;;;
650466daf95a870ce72f946f;63654e2e63803607b5161e4c;Intervenant en Gestion budgétaire;Rennes, France;11/10/2023;29/02/2024;HT;Autre;presentiel;FAUX;hourly;pending;15/09/2023;1.69628E+12;18h;;;
65046344f95a870ce72f9461;60d98fe30e3cbe63a9efa92b;RSE : modèles / antimodele;Lyon;01/09/2023;29/12/2024;TTC;Création de poste;;FAUX;hourly;pending;15/09/2023;1.69572E+12;7;;;
65046240f95a870ce72f9459;611e6f4c8ae28b087046cbba;ANALYSE DES CYCLES DE VIE;Lyon;12/02/2024;29/03/2024;TTC;Création de poste;;FAUX;hourly;proposed;15/09/2023;1.69572E+12;;;;
65044932f95a870ce72f939b;637ec1075611a441750a5c06;Culture Générale et Expression;Bordeaux;22/09/2023;28/06/2024;TTC;Création;;FAUX;hourly;pending;15/09/2023;1.69482E+12;60 Heures;;;
65040f29f95a870ce72f92f8;64cbaa3f643f6b152bdacb14;DEVELOPPEMENT WEB : Intégration Wordpress;Bordeaux;01/09/2023;31/12/2023;TTC;Création;;FAUX;hourly;pending;15/09/2023;1.69476E+12;28;;;
65040bfcf95a870ce72f92ed;63654e2e63803607b5161e4c;Account Management;Rennes, France;11/10/2023;29/02/2024;HT;Autre;;FAUX;hourly;pending;15/09/2023;1.69628E+12;18h;;;
